nohup: ignoring input
sync 3700 blocks, loaded 92.0%, ftell 33297186696, speed 11.0s/block
sync 3710 blocks, loaded 92.0%, ftell 33391569150, speed 11.0s/block
sync 3720 blocks, loaded 92.0%, ftell 33481584817, speed 11.0s/block
sync 3730 blocks, loaded 92.0%, ftell 33570439406, speed 11.0s/block
sync 3740 blocks, loaded 93.0%, ftell 33665361386, speed 11.0s/block
sync 3750 blocks, loaded 93.0%, ftell 33755277607, speed 11.0s/block
sync 3760 blocks, loaded 93.0%, ftell 33844395909, speed 11.0s/block
sync 3770 blocks, loaded 93.0%, ftell 33933307510, speed 11.0s/block
sync 3780 blocks, loaded 94.0%, ftell 34028339348, speed 11.0s/block
sync 3790 blocks, loaded 94.0%, ftell 34118088841, speed 11.0s/block
sync 3800 blocks, loaded 94.0%, ftell 34207712457, speed 11.0s/block
sync 3810 blocks, loaded 94.0%, ftell 34301974914, speed 11.0s/block
sync 3820 blocks, loaded 95.0%, ftell 34391862870, speed 11.0s/block
sync 3830 blocks, loaded 95.0%, ftell 34481125946, speed 11.0s/block
sync 3840 blocks, loaded 95.0%, ftell 34576033475, speed 11.0s/block
sync 3850 blocks, loaded 95.0%, ftell 34666019927, speed 11.0s/block
sync 3860 blocks, loaded 96.0%, ftell 34755651428, speed 11.0s/block
sync 3870 blocks, loaded 96.0%, ftell 34845604714, speed 11.0s/block
sync 3880 blocks, loaded 96.0%, ftell 34940252142, speed 11.0s/block
sync 3890 blocks, loaded 96.0%, ftell 35029659400, speed 11.0s/block
sync 3900 blocks, loaded 97.0%, ftell 35119838743, speed 11.0s/block
sync 3910 blocks, loaded 97.0%, ftell 35214748347, speed 11.0s/block
sync 3920 blocks, loaded 97.0%, ftell 35303648785, speed 11.0s/block
sync 3930 blocks, loaded 97.0%, ftell 35393118333, speed 11.0s/block
sync 3940 blocks, loaded 98.0%, ftell 35482395307, speed 11.0s/block
sync 3950 blocks, loaded 98.0%, ftell 35576935438, speed 11.0s/block
sync 3960 blocks, loaded 98.0%, ftell 35666426337, speed 11.0s/block
sync 3970 blocks, loaded 98.0%, ftell 35756308402, speed 11.0s/block
sync 3980 blocks, loaded 99.0%, ftell 35850796451, speed 11.0s/block
sync 3990 blocks, loaded 99.0%, ftell 35939720938, speed 11.0s/block
sync 4000 blocks, loaded 99.0%, ftell 36029589939, speed 11.0s/block
sync 4010 blocks, loaded 99.0%, ftell 36118274584, speed 11.0s/block
Read error: Failed to read block header
